#index	label	wavelength	comment
168968	Ni15      89.8436A		inner shell line
168969	Ni15      11.8975A		inner shell line
168970	Ni15      11.8975A		inner shell line
168971	Ni15      14.1534A		inner shell line
168972	Ni16      413.281A		inner shell line
168973	Ni16      193.725A		inner shell line
168974	Ni15      13.8762A		inner shell line
168975	Ni15      442.801A		inner shell line
168976	Ni16      413.281A		inner shell line
168977	Ni15      442.801A		inner shell line
168978	Ni16      193.725A		inner shell line
168979	Ni15      14.1534A		inner shell line
168980	Ni15      442.801A		inner shell line
168981	Ni16      413.281A		inner shell line
168982	Ni15      442.801A		inner shell line
168983	Ni16      193.725A		inner shell line
168984	Ni15      442.801A		inner shell line
168985	Ni15      442.801A		inner shell line
168986	Ni16      1.61832A		inner shell line
168987	Ni16      1.61499A		inner shell line
168988	Ni16      1.44366A		inner shell line
168989	Ni17      105.518A		inner shell line
168990	Ni18      106.424A		inner shell line
168991	Ni17      91.8401A		inner shell line
168992	Ni18      92.5255A		inner shell line
168993	Ni17      11.7856A		inner shell line
168994	Ni18      11.3445A		inner shell line
168995	Ni16      13.7990A		inner shell line
168996	Ni17      13.7394A		inner shell line
168997	Ni18      13.7075A		inner shell line
168998	Ni16      14.0731A		inner shell line
168999	Ni17      14.0111A		inner shell line
169000	Ni18      13.9779A		inner shell line
169001	Ni16      413.281A		inner shell line
169002	Ni17      387.451A		inner shell line
169003	Ni18      172.200A		inner shell line
169004	Ni16      104.628A		inner shell line
169005	Ni16      91.1648A		inner shell line
169006	Ni16      11.8430A		inner shell line
169007	Ni16      14.0731A		inner shell line
169008	Ni16      413.281A		inner shell line
169009	Ni17      387.451A		inner shell line
169010	Ni16      13.7990A		inner shell line
169011	Ni16      413.281A		inner shell line
169012	Ni17      387.451A		inner shell line
169013	Ni16      14.0731A		inner shell line
169014	Ni16      413.281A		inner shell line
169015	Ni17      387.451A		inner shell line
169016	Ni16      413.281A		inner shell line
169017	Ni17      1.61535A		inner shell line
169018	Ni17      1.61201A		inner shell line
169019	Ni17      1.44002A		inner shell line
169020	Ni18      106.424A		inner shell line
169021	Ni19      107.346A		inner shell line
169022	Ni18      92.5255A		inner shell line
169023	Ni19      93.2212A		inner shell line
169024	Ni18      11.3445A		inner shell line
169025	Ni19      10.9334A		inner shell line
169026	Ni17      13.7394A		inner shell line
169027	Ni18      13.7075A		inner shell line
169028	Ni19      13.6321A		inner shell line
169029	Ni17      14.0111A		inner shell line
169030	Ni18      13.9779A		inner shell line
169031	Ni19      13.8980A		inner shell line
169032	Ni17      387.451A		inner shell line
169033	Ni18      172.200A		inner shell line
169034	Ni19      113.747A		inner shell line
169035	Ni17      105.518A		inner shell line
169036	Ni17      91.8401A		inner shell line
169037	Ni17      11.7856A		inner shell line
169038	Ni17      13.7394A		inner shell line
169039	Ni17      14.0111A		inner shell line
169040	Ni17      387.451A		inner shell line
169041	Ni18      172.200A		inner shell line
169042	Ni17      13.7394A		inner shell line
169043	Ni17      387.451A		inner shell line
169044	Ni18      172.200A		inner shell line
169045	Ni17      14.0111A		inner shell line
169046	Ni17      387.451A		inner shell line
169047	Ni18      172.200A		inner shell line
169048	Ni17      387.451A		inner shell line
169049	Ni18      1.61274A		inner shell line
169050	Ni18      1.60904A		inner shell line
169051	Ni19      107.346A		inner shell line
169052	Ni20      95.0070A		inner shell line
169053	Ni19      93.2212A		inner shell line
169054	Ni20      83.7731A		inner shell line
169055	Ni18      13.7075A		inner shell line
169056	Ni19      13.6321A		inner shell line
169057	Ni18      13.9779A		inner shell line
169058	Ni19      13.8980A		inner shell line
169059	Ni18      106.424A		inner shell line
169060	Ni18      92.5255A		inner shell line
169061	Ni18      13.7075A		inner shell line
169062	Ni18      13.9779A		inner shell line
169063	Ni18      13.7075A		inner shell line
169064	Ni18      13.9779A		inner shell line
169065	Ni19      1.61014A		inner shell line
169066	Ni19      1.60682A		inner shell line
169067	Ni20      95.0070A		inner shell line
169068	Ni20      83.7731A		inner shell line
169069	Ni19      13.6321A		inner shell line
169070	Ni20      12.9772A		inner shell line
169071	Ni19      13.8980A		inner shell line
169072	Ni20      13.2179A		inner shell line
169073	Ni19      107.346A		inner shell line
169074	Ni19      93.2212A		inner shell line
169075	Ni19      13.6321A		inner shell line
169076	Ni19      13.8980A		inner shell line
169077	Ni19      13.6321A		inner shell line
169078	Ni19      13.8980A		inner shell line
169079	Ni20      1.60793A		inner shell line
169080	Ni20      1.60423A		inner shell line
169081	Ni21      97.6254A		inner shell line
169082	Ni21      97.6254A		inner shell line
169083	Ni20      95.0070A		inner shell line
169084	Ni20      83.7731A		inner shell line
169085	Ni21      1.60350A		inner shell line
169086	Ni21      1.60350A		inner shell line
169087	Ni22      121.553A		inner shell line
169088	Ni22      121.553A		inner shell line
169089	Ni21      97.6254A		inner shell line
169090	Ni21      97.6254A		inner shell line
169091	Ni22      1.60350A		inner shell line
169092	Ni22      1.60350A		inner shell line
169093	Ni23      281.782A		inner shell line
169094	Ni23      281.782A		inner shell line
169095	Ni22      121.553A		inner shell line
169096	Ni22      121.553A		inner shell line
169097	Ni23      1.61014A		inner shell line
169098	Ni23      1.61014A		inner shell line
169099	Ni24      275.520A		inner shell line
169100	Ni24      76.5335A		inner shell line
169101	Ni23      281.782A		inner shell line
169102	Ni23      281.782A		inner shell line
169103	Ni24      1.61201A		inner shell line
169104	Ni25      263.796A		inner shell line
169105	Ni24      275.520A		inner shell line
169106	Ni25      1.61499A		inner shell line
169107	Ni26      75.6001A		inner shell line
169108	Ni25      263.796A		inner shell line
169109	Cu 2      1.54442A		inner shell line
169110	Cu 2      1.54052A		inner shell line
169111	Cu 2      1.39272A		inner shell line
169112	Cu 2      1.39208A		inner shell line
169113	Cu 3      12.0772A		inner shell line
169114	Cu 3      12.0385A		inner shell line
169115	Cu 4      11.9330A		inner shell line
169116	Cu 2      14.9199A		inner shell line
169117	Cu 3      14.7250A		inner shell line
169118	Cu 4      14.5334A		inner shell line
169119	Cu 5      14.3467A		inner shell line
169120	Cu 2      13.0854A		inner shell line
169121	Cu 3      12.7189A		inner shell line
169122	Cu 4      12.4582A		inner shell line
169123	Cu 5      12.2514A		inner shell line
169124	Cu 6      12.0831A		inner shell line
169125	Cu 7      11.9193A		inner shell line
169126	Cu 8      11.8975A		inner shell line
169127	Cu 2      15.2878A		inner shell line
169128	Cu 3      15.0814A		inner shell line
169129	Cu 4      14.8858A		inner shell line
169130	Cu 5      14.6918A		inner shell line
169131	Cu 6      14.4994A		inner shell line
169132	Cu 2      13.3647A		inner shell line
169133	Cu 3      12.9854A		inner shell line
169134	Cu 4      12.7137A		inner shell line
169135	Cu 5      12.4984A		inner shell line
169136	Cu 6      12.3245A		inner shell line
169137	Cu 7      12.1553A		inner shell line
169138	Cu 2      13.3647A		inner shell line
169139	Cu 3      12.9854A		inner shell line
169140	Cu 4      12.7137A		inner shell line
169141	Cu 5      12.4984A		inner shell line
169142	Cu 6      12.3245A		inner shell line
169143	Cu 7      12.1553A		inner shell line
169144	Cu 8      12.1303A		inner shell line
169145	Cu 9      291.043A		inner shell line
169146	Cu 9      269.531A		inner shell line
169147	Cu 8      123.490A		inner shell line
169148	Cu 9      123.490A		inner shell line
169149	Cu10      132.745A		inner shell line
169150	Cu 7      115.873A		inner shell line
169151	Cu 8      127.819A		inner shell line
169152	Cu 9      127.819A		inner shell line
169153	Cu10      137.760A		inner shell line
169154	Cu 7      115.873A		inner shell line
169155	Cu 8      127.819A		inner shell line
169156	Cu 9      99.9873A		inner shell line
169157	Cu10      82.6561A		inner shell line
169158	Cu 2      12.1577A		inner shell line
169159	Cu 2      12.1185A		inner shell line
169160	Cu 3      14.7250A		inner shell line
169161	Cu 4      14.5334A		inner shell line
169162	Cu 5      14.3467A		inner shell line
169163	Cu 3      12.7189A		inner shell line
169164	Cu 4      12.4582A		inner shell line
169165	Cu 5      12.2514A		inner shell line
169166	Cu 3      15.0814A		inner shell line
169167	Cu 4      14.8858A		inner shell line
169168	Cu 5      14.6918A		inner shell line
169169	Cu 3      12.9854A		inner shell line
169170	Cu 4      12.7137A		inner shell line
169171	Cu 5      12.4984A		inner shell line
169172	Cu 3      12.9854A		inner shell line
169173	Cu 4      12.7137A		inner shell line
169174	Cu 5      12.4984A		inner shell line
169175	Cu 8      123.490A		inner shell line
169176	Cu 7      115.873A		inner shell line
169177	Cu 8      127.819A		inner shell line
169178	Cu 7      115.873A		inner shell line
169179	Cu 8      127.819A		inner shell line
169180	Cu 2      14.9199A		inner shell line
169181	Cu 2      13.0854A		inner shell line
169182	Cu 2      15.2878A		inner shell line
169183	Cu 2      13.3647A		inner shell line
169184	Cu 2      13.3647A		inner shell line
169185	Cu 3      144.672A		inner shell line
169186	Cu 2      170.074A		inner shell line
169187	Cu 2      178.138A		inner shell line
169188	Cu 3      1.54194A		inner shell line
169189	Cu 3      1.53840A		inner shell line
169190	Cu 3      1.38921A		inner shell line
169191	Cu 3      1.38857A		inner shell line
169192	Cu 4      11.9722A		inner shell line
169193	Cu 5      11.8566A		inner shell line
169194	Cu 4      11.9330A		inner shell line
169195	Cu 5      11.8181A		inner shell line
169196	Cu 3      14.7250A		inner shell line
169197	Cu 4      14.5334A		inner shell line
169198	Cu 5      14.3467A		inner shell line
169199	Cu 6      14.1664A		inner shell line
169200	Cu 7      13.9921A		inner shell line
169201	Cu 3      12.7189A		inner shell line
169202	Cu 4      12.4582A		inner shell line
169203	Cu 5      12.2514A		inner shell line
169204	Cu 6      12.0831A		inner shell line
169205	Cu 7      11.9193A		inner shell line
169206	Cu 8      11.8975A		inner shell line
169207	Cu 3      15.0814A		inner shell line
169208	Cu 4      14.8858A		inner shell line
169209	Cu 5      14.6918A		inner shell line
169210	Cu 6      14.4994A		inner shell line
169211	Cu 7      14.3169A		inner shell line
169212	Cu 3      12.9854A		inner shell line
169213	Cu 4      12.7137A		inner shell line
169214	Cu 5      12.4984A		inner shell line
169215	Cu 6      12.3245A		inner shell line
169216	Cu 7      12.1553A		inner shell line
169217	Cu 3      12.9854A		inner shell line
169218	Cu 4      12.7137A		inner shell line
169219	Cu 5      12.4984A		inner shell line
169220	Cu 6      12.3245A		inner shell line
169221	Cu 7      12.1553A		inner shell line
169222	Cu 8      12.1303A		inner shell line
169223	Cu 9      291.043A		inner shell line
169224	Cu 9      269.531A		inner shell line
169225	Cu 8      123.490A		inner shell line
169226	Cu 9      123.490A		inner shell line
169227	Cu10      132.745A		inner shell line
169228	Cu 7      115.873A		inner shell line
169229	Cu 8      127.819A		inner shell line
169230	Cu 9      127.819A		inner shell line
169231	Cu 7      115.873A		inner shell line
169232	Cu 8      127.819A		inner shell line
169233	Cu 9      99.9873A		inner shell line
169234	Cu10      82.6561A		inner shell line
169235	Cu 3      12.0772A		inner shell line
169236	Cu 3      12.0385A		inner shell line
169237	Cu 4      14.5334A		inner shell line
169238	Cu 5      14.3467A		inner shell line
169239	Cu 4      12.4582A		inner shell line
169240	Cu 5      12.2514A		inner shell line
169241	Cu 4      14.8858A		inner shell line
169242	Cu 5      14.6918A		inner shell line
169243	Cu 4      12.7137A		inner shell line
169244	Cu 5      12.4984A		inner shell line
169245	Cu 4      12.7137A		inner shell line
169246	Cu 5      12.4984A		inner shell line
169247	Cu 7      115.873A		inner shell line
169248	Cu 7      115.873A		inner shell line
169249	Cu 3      14.7250A		inner shell line
169250	Cu 3      12.7189A		inner shell line
169251	Cu 3      15.0814A		inner shell line
169252	Cu 3      12.9854A		inner shell line
169253	Cu 3      12.9854A		inner shell line
169254	Cu 4      130.236A		inner shell line
169255	Cu 4      130.236A		inner shell line
169256	Cu 3      139.308A		inner shell line
169257	Cu 3      144.672A		inner shell line
169258	Cu 4      1.53945A		inner shell line
169259	Cu 4      1.53556A		inner shell line
169260	Cu 4      1.38505A		inner shell line
169261	Cu 4      1.38474A		inner shell line
169262	Cu 5      11.8566A		inner shell line
169263	Cu 6      11.7454A		inner shell line
169264	Cu 5      11.8181A		inner shell line
169265	Cu 6      11.7077A		inner shell line
169266	Cu 4      14.5334A		inner shell line
169267	Cu 5      14.3467A		inner shell line
169268	Cu 6      14.1664A		inner shell line
169269	Cu 7      13.9921A		inner shell line
169270	Cu 4      12.4582A		inner shell line
169271	Cu 5      12.2514A		inner shell line
169272	Cu 6      12.0831A		inner shell line
169273	Cu 7      11.9193A		inner shell line
169274	Cu 8      11.8975A		inner shell line
169275	Cu 4      14.8858A		inner shell line
169276	Cu 5      14.6918A		inner shell line
169277	Cu 6      14.4994A		inner shell line
169278	Cu 7      14.3169A		inner shell line
169279	Cu 8      14.1212A		inner shell line
169280	Cu 4      12.7137A		inner shell line
169281	Cu 5      12.4984A		inner shell line
169282	Cu 6      12.3245A		inner shell line
169283	Cu 7      12.1553A		inner shell line
169284	Cu 8      12.1303A		inner shell line
169285	Cu 4      12.7137A		inner shell line
169286	Cu 5      12.4984A		inner shell line
169287	Cu 6      12.3245A		inner shell line
169288	Cu 7      12.1553A		inner shell line
169289	Cu 8      12.1303A		inner shell line
169290	Cu 9      291.043A		inner shell line
169291	Cu 9      269.531A		inner shell line
169292	Cu 8      123.490A		inner shell line
169293	Cu 9      123.490A		inner shell line
169294	Cu10      132.745A		inner shell line
169295	Cu 7      115.873A		inner shell line
169296	Cu 8      127.819A		inner shell line
169297	Cu 9      127.819A		inner shell line
169298	Cu10      137.760A		inner shell line
169299	Cu11      147.600A		inner shell line
169300	Cu 7      115.873A		inner shell line
169301	Cu 8      127.819A		inner shell line
169302	Cu 9      99.9873A		inner shell line
169303	Cu10      82.6561A		inner shell line
169304	Cu 4      77.9775A		inner shell line
169305	Cu 4      11.9722A		inner shell line
169306	Cu 4      11.9330A		inner shell line
169307	Cu 5      14.3467A		inner shell line
169308	Cu 5      12.2514A		inner shell line
169309	Cu 5      14.6918A		inner shell line
169310	Cu 6      14.4994A		inner shell line
169311	Cu 5      12.4984A		inner shell line
169312	Cu 6      12.3245A		inner shell line
169313	Cu 5      12.4984A		inner shell line
169314	Cu 6      12.3245A		inner shell line
169315	Cu 7      263.796A		inner shell line
169316	Cu 8      123.490A		inner shell line
169317	Cu 7      115.873A		inner shell line
169318	Cu 8      127.819A		inner shell line
169319	Cu 6      119.101A		inner shell line
169320	Cu 7      115.873A		inner shell line
169321	Cu 8      127.819A		inner shell line
169322	Cu 4      14.5334A		inner shell line
169323	Cu 4      12.4582A		inner shell line
169324	Cu 4      14.8858A		inner shell line
169325	Cu 4      12.7137A		inner shell line
169326	Cu 4      12.7137A		inner shell line
169327	Cu 5      122.878A		inner shell line
169328	Cu 5      122.878A		inner shell line
169329	Cu 4      125.872A		inner shell line
169330	Cu 4      130.236A		inner shell line
169331	Cu 5      1.53663A		inner shell line
169332	Cu 5      1.53309A		inner shell line
169333	Cu 5      1.38122A		inner shell line
169334	Cu 5      1.38092A		inner shell line
169335	Cu 6      11.7454A		inner shell line
169336	Cu 7      11.6352A		inner shell line
169337	Cu 6      11.7077A		inner shell line
169338	Cu 7      11.5971A		inner shell line
169339	Cu 5      14.3467A		inner shell line
169340	Cu 6      14.1664A		inner shell line
169341	Cu 7      13.9921A		inner shell line
169342	Cu 8      13.8021A		inner shell line
169343	Cu 5      12.2514A		inner shell line
169344	Cu 6      12.0831A		inner shell line
169345	Cu 7      11.9193A		inner shell line
169346	Cu 8      11.8975A		inner shell line
169347	Cu 9      11.7721A		inner shell line
169348	Cu 5      14.6918A		inner shell line
169349	Cu 6      14.4994A		inner shell line
169350	Cu 7      14.3169A		inner shell line
169351	Cu 8      14.1212A		inner shell line
169352	Cu 5      12.4984A		inner shell line
169353	Cu 6      12.3245A		inner shell line
169354	Cu 7      12.1553A		inner shell line
169355	Cu 8      12.1303A		inner shell line
169356	Cu 9      12.0023A		inner shell line
169357	Cu 5      12.4984A		inner shell line
169358	Cu 6      12.3245A		inner shell line
169359	Cu 7      12.1553A		inner shell line
169360	Cu 8      12.1303A		inner shell line
169361	Cu 9      11.6966A		inner shell line
169362	Cu 9      291.043A		inner shell line
169363	Cu10      291.043A		inner shell line
169364	Cu11      298.757A		inner shell line
169365	Cu 9      269.531A		inner shell line
169366	Cu10      269.531A		inner shell line
169367	Cu11      275.520A		inner shell line
169368	Cu 8      123.490A		inner shell line
169369	Cu 9      123.490A		inner shell line
169370	Cu10      132.745A		inner shell line
169371	Cu11      141.696A		inner shell line
169372	Cu 7      115.873A		inner shell line
169373	Cu 8      127.819A		inner shell line
169374	Cu 9      127.819A		inner shell line
169375	Cu10      137.760A		inner shell line
169376	Cu11      147.600A		inner shell line
169377	Cu12      163.352A		inner shell line
169378	Cu 7      115.873A		inner shell line
169379	Cu 8      127.819A		inner shell line
169380	Cu 9      99.9873A		inner shell line
169381	Cu10      82.6561A		inner shell line
169382	Cu11      70.0476A		inner shell line
169383	Cu 5      78.4710A		inner shell line
169384	Cu 5      11.8566A		inner shell line
169385	Cu 5      11.8181A		inner shell line
169386	Cu 6      14.1664A		inner shell line
169387	Cu 6      12.0831A		inner shell line
169388	Cu 6      14.4994A		inner shell line
169389	Cu 6      12.3245A		inner shell line
169390	Cu 6      12.3245A		inner shell line
169391	Cu 7      263.796A		inner shell line
169392	Cu 8      123.490A		inner shell line
169393	Cu 7      115.873A		inner shell line
169394	Cu 8      127.819A		inner shell line
169395	Cu 7      115.873A		inner shell line
169396	Cu 8      127.819A		inner shell line
169397	Cu 5      14.3467A		inner shell line
169398	Cu 5      12.2514A		inner shell line
169399	Cu 7      263.796A		inner shell line
169400	Cu 7      115.873A		inner shell line
169401	Cu 7      115.873A		inner shell line
169402	Cu 5      14.6918A		inner shell line
169403	Cu 5      12.4984A		inner shell line
169404	Cu 5      12.4984A		inner shell line
169405	Cu 7      263.796A		inner shell line
169406	Cu 7      115.873A		inner shell line
169407	Cu 6      119.101A		inner shell line
169408	Cu 7      115.873A		inner shell line
169409	Cu 5      283.717A		inner shell line
169410	Cu 5      263.796A		inner shell line
169411	Cu 5      118.873A		inner shell line
169412	Cu 5      122.878A		inner shell line
169413	Cu 6      1.53415A		inner shell line
169414	Cu 6      1.53027A		inner shell line
169415	Cu 6      1.37742A		inner shell line
169416	Cu 6      1.37710A		inner shell line
169417	Cu 7      11.6352A		inner shell line
169418	Cu 8      11.5281A		inner shell line
169419	Cu 9      11.4303A		inner shell line
169420	Cu 7      11.5971A		inner shell line
169421	Cu 8      11.4917A		inner shell line
169422	Cu 9      11.3967A		inner shell line
169423	Cu 6      14.1664A		inner shell line
169424	Cu 7      13.9921A		inner shell line
169425	Cu 8      13.8021A		inner shell line
169426	Cu 9      13.6231A		inner shell line
169427	Cu 6      12.0831A		inner shell line
169428	Cu 7      11.9193A		inner shell line
169429	Cu 8      11.8975A		inner shell line
169430	Cu 9      11.7721A		inner shell line
169431	Cu10      11.7154A		inner shell line
169432	Cu 6      14.4994A		inner shell line
169433	Cu 7      14.3169A		inner shell line
169434	Cu 8      14.1212A		inner shell line
169435	Cu 9      13.9308A		inner shell line
169436	Cu 6      12.3245A		inner shell line
169437	Cu 7      12.1553A		inner shell line
169438	Cu 8      12.1303A		inner shell line
169439	Cu 9      12.0023A		inner shell line
169440	Cu10      11.9445A		inner shell line
169441	Cu 6      12.3245A		inner shell line
169442	Cu 7      12.1553A		inner shell line
169443	Cu 8      12.1303A		inner shell line
169444	Cu 9      11.6966A		inner shell line
169445	Cu10      11.2918A		inner shell line
169446	Cu 9      291.043A		inner shell line
169447	Cu10      291.043A		inner shell line
169448	Cu11      298.757A		inner shell line
169449	Cu12      298.757A		inner shell line
169450	Cu 9      269.531A		inner shell line
169451	Cu10      269.531A		inner shell line
169452	Cu11      275.520A		inner shell line
169453	Cu12      275.520A		inner shell line
169454	Cu 8      123.490A		inner shell line
169455	Cu 9      123.490A		inner shell line
169456	Cu10      132.745A		inner shell line
169457	Cu11      141.696A		inner shell line
169458	Cu12      156.151A		inner shell line
169459	Cu 7      115.873A		inner shell line
169460	Cu 8      127.819A		inner shell line
169461	Cu 9      127.819A		inner shell line
169462	Cu10      137.760A		inner shell line
169463	Cu11      147.600A		inner shell line
169464	Cu12      163.352A		inner shell line
169465	Cu 7      115.873A		inner shell line
169466	Cu 8      127.819A		inner shell line
169467	Cu 9      99.9873A		inner shell line
169468	Cu10      82.6561A		inner shell line
169469	Cu11      70.0476A		inner shell line
169470	Cu12      61.0760A		inner shell line
169471	Cu 6      78.9708A		inner shell line
169472	Cu 6      11.7454A		inner shell line
169473	Cu 6      11.7077A		inner shell line
169474	Cu 7      13.9921A		inner shell line
169475	Cu 7      11.9193A		inner shell line
169476	Cu 7      14.3169A		inner shell line
169477	Cu 7      12.1553A		inner shell line
169478	Cu 7      12.1553A		inner shell line
169479	Cu 8      284.367A		inner shell line
169480	Cu 9      291.043A		inner shell line
169481	Cu 8      263.796A		inner shell line
169482	Cu 9      269.531A		inner shell line
169483	Cu 8      123.490A		inner shell line
169484	Cu 9      123.490A		inner shell line
169485	Cu 7      115.873A		inner shell line
169486	Cu 8      127.819A		inner shell line
169487	Cu 9      127.819A		inner shell line
169488	Cu 7      115.873A		inner shell line
169489	Cu 8      127.819A		inner shell line
169490	Cu 9      99.9873A		inner shell line
169491	Cu 6      14.1664A		inner shell line
169492	Cu 6      12.0831A		inner shell line
169493	Cu 8      263.796A		inner shell line
169494	Cu 7      112.305A		inner shell line
169495	Cu 8      123.490A		inner shell line
169496	Cu 7      115.873A		inner shell line
169497	Cu 8      127.819A		inner shell line
169498	Cu 7      115.873A		inner shell line
169499	Cu 8      127.819A		inner shell line
169500	Cu 6      14.4994A		inner shell line
169501	Cu 6      12.3245A		inner shell line
169502	Cu 6      12.3245A		inner shell line
169503	Cu 7      263.796A		inner shell line
169504	Cu 8      123.490A		inner shell line
169505	Cu 7      115.873A		inner shell line
169506	Cu 8      127.819A		inner shell line
169507	Cu 7      115.873A		inner shell line
169508	Cu 8      127.819A		inner shell line
169509	Cu 6      284.367A		inner shell line
169510	Cu 6      263.796A		inner shell line
169511	Cu 6      115.334A		inner shell line
169512	Cu 6      119.101A		inner shell line
169513	Cu 7      1.53133A		inner shell line
169514	Cu 7      1.52744A		inner shell line
169515	Cu 7      1.37362A		inner shell line
169516	Cu 7      1.37298A		inner shell line
169517	Cu 8      11.5281A		inner shell line
169518	Cu 9      11.4303A		inner shell line
169519	Cu10      11.3279A		inner shell line
169520	Cu 8      11.4917A		inner shell line
169521	Cu 9      11.3967A		inner shell line
169522	Cu10      11.2918A		inner shell line
169523	Cu 7      13.9921A		inner shell line
169524	Cu 8      13.8021A		inner shell line
169525	Cu 9      13.6231A		inner shell line
169526	Cu 7      11.9193A		inner shell line
169527	Cu 8      11.8975A		inner shell line
169528	Cu 9      11.7721A		inner shell line
169529	Cu10      11.7154A		inner shell line
169530	Cu 7      14.3169A		inner shell line
169531	Cu 8      14.1212A		inner shell line
169532	Cu 9      13.9308A		inner shell line
169533	Cu10      13.7455A		inner shell line
169534	Cu 7      12.1553A		inner shell line
169535	Cu 8      12.1303A		inner shell line
169536	Cu 9      12.0023A		inner shell line
169537	Cu10      11.9445A		inner shell line
169538	Cu 7      12.1553A		inner shell line
169539	Cu 8      12.1303A		inner shell line
169540	Cu 9      11.6966A		inner shell line
169541	Cu10      11.2918A		inner shell line
169542	Cu 9      291.043A		inner shell line
169543	Cu10      291.043A		inner shell line
169544	Cu11      298.757A		inner shell line
169545	Cu12      298.757A		inner shell line
169546	Cu 9      269.531A		inner shell line
169547	Cu10      269.531A		inner shell line
169548	Cu11      275.520A		inner shell line
169549	Cu12      275.520A		inner shell line
169550	Cu 8      123.490A		inner shell line
169551	Cu 9      123.490A		inner shell line
169552	Cu10      132.745A		inner shell line
169553	Cu11      141.696A		inner shell line
169554	Cu12      156.151A		inner shell line
169555	Cu 7      115.873A		inner shell line
169556	Cu 8      127.819A		inner shell line
169557	Cu 9      127.819A		inner shell line
169558	Cu10      137.760A		inner shell line
169559	Cu11      147.600A		inner shell line
169560	Cu12      163.352A		inner shell line
169561	Cu 7      115.873A		inner shell line
169562	Cu 8      127.819A		inner shell line
169563	Cu 9      99.9873A		inner shell line
169564	Cu10      82.6561A		inner shell line
169565	Cu11      70.0476A		inner shell line
169566	Cu 7      91.2319A		inner shell line
169567	Cu 7      79.4770A		inner shell line
169568	Cu 7      11.6352A		inner shell line
169569	Cu 7      11.5971A		inner shell line
169570	Cu 8      13.8021A		inner shell line
169571	Cu 8      11.8975A		inner shell line
169572	Cu 8      14.1212A		inner shell line
169573	Cu 8      12.1303A		inner shell line
169574	Cu 8      12.1303A		inner shell line
169575	Cu 9      291.043A		inner shell line
169576	Cu 8      263.796A		inner shell line
169577	Cu 9      269.531A		inner shell line
169578	Cu 8      123.490A		inner shell line
169579	Cu 9      123.490A		inner shell line
169580	Cu 7      115.873A		inner shell line
169581	Cu 8      127.819A		inner shell line
169582	Cu 9      127.819A		inner shell line
169583	Cu 7      115.873A		inner shell line
169584	Cu 8      127.819A		inner shell line
169585	Cu 9      99.9873A		inner shell line
169586	Cu 7      13.9921A		inner shell line
169587	Cu 7      11.9193A		inner shell line
169588	Cu 8      284.367A		inner shell line
169589	Cu 9      291.043A		inner shell line
169590	Cu 8      263.796A		inner shell line
169591	Cu 9      269.531A		inner shell line
169592	Cu 8      123.490A		inner shell line
169593	Cu 9      123.490A		inner shell line
169594	Cu 8      127.819A		inner shell line
169595	Cu 9      127.819A		inner shell line
169596	Cu 8      127.819A		inner shell line
169597	Cu 9      99.9873A		inner shell line
169598	Cu 7      14.3169A		inner shell line
169599	Cu 7      12.1553A		inner shell line
169600	Cu 7      12.1553A		inner shell line
169601	Cu 8      284.367A		inner shell line
169602	Cu 9      291.043A		inner shell line
169603	Cu 8      263.796A		inner shell line
169604	Cu 9      269.531A		inner shell line
169605	Cu 8      123.490A		inner shell line
169606	Cu 9      123.490A		inner shell line
169607	Cu 8      127.819A		inner shell line
169608	Cu 9      127.819A		inner shell line
169609	Cu 8      127.819A		inner shell line
169610	Cu 9      99.9873A		inner shell line
169611	Cu 7      284.367A		inner shell line
169612	Cu 7      263.796A		inner shell line
169613	Cu 7      115.873A		inner shell line
169614	Cu 7      115.873A		inner shell line
169615	Cu 7      112.305A		inner shell line
169616	Cu 7      115.873A		inner shell line
169617	Cu 7      115.873A		inner shell line
169618	Cu 8      1.52816A		inner shell line
169619	Cu 8      1.52429A		inner shell line
169620	Cu 8      1.36920A		inner shell line
169621	Cu 8      1.36889A		inner shell line
169622	Cu 9      94.0700A		inner shell line
169623	Cu 9      81.5686A		inner shell line
169624	Cu10      82.6561A		inner shell line
169625	Cu 9      11.4303A		inner shell line
169626	Cu10      11.3279A		inner shell line
169627	Cu 9      11.3967A		inner shell line
169628	Cu10      11.2918A		inner shell line
169629	Cu 8      13.8021A		inner shell line
169630	Cu 9      13.6231A		inner shell line
169631	Cu10      13.4459A		inner shell line
169632	Cu 8      11.8975A		inner shell line
169633	Cu 9      11.7721A		inner shell line
169634	Cu10      11.7154A		inner shell line
169635	Cu 8      14.1212A		inner shell line
169636	Cu 9      13.9308A		inner shell line
169637	Cu10      13.7455A		inner shell line
169638	Cu 8      12.1303A		inner shell line
169639	Cu 9      12.0023A		inner shell line
169640	Cu10      11.9445A		inner shell line
169641	Cu 8      12.1303A		inner shell line
169642	Cu 9      11.6966A		inner shell line
169643	Cu10      11.2918A		inner shell line
169644	Cu 9      291.043A		inner shell line
169645	Cu10      291.043A		inner shell line
169646	Cu11      298.757A		inner shell line
169647	Cu 9      269.531A		inner shell line
169648	Cu10      269.531A		inner shell line
169649	Cu11      275.520A		inner shell line
169650	Cu 8      123.490A		inner shell line
169651	Cu 9      123.490A		inner shell line
169652	Cu10      132.745A		inner shell line
169653	Cu11      141.696A		inner shell line
169654	Cu 8      127.819A		inner shell line
169655	Cu 9      127.819A		inner shell line
